d,price_usd,profit_loss
2018-07-13,6208.9855718878,56.88
2018-07-14,6255.1124786674,57.53
2018-07-15,6347.6042738165,58.49
2018-07-16,6710.8074374635,63.68
2018-07-17,7320.5948278784,67.57
2018-07-18,7376.0383392753,68.17
2018-07-19,7467.0342980713,68.77
2018-07-20,7327.256682934,66.79
2018-07-21,7410.5656203974,67.86
2018-07-22,7399.4837469316,67.5
2018-07-23,7716.1586274109,70.79
2018-07-24,8397.6165216248,76.43
2018-07-25,8202.7203953828,73.66
2018-07-26,7913.9307781999,71.27
2018-07-27,8173.7746113384,73.32
2018-07-28,8190.360056692,73.52
2018-07-29,8229.6058386908,74.46
2018-07-30,8171.839519287,72.27
2018-07-31,7725.1330359439,68.57
2018-08-01,7596.6980119813,67.18
2018-08-02,7542.6946618936,66.82
2018-08-03,7411.3442501461,65.42
2018-08-04,7002.2086528346,62.53
2018-08-05,7031.5877510228,62.94
2018-08-06,6929.9908942139,62.41
2018-08-07,6722.5784327878,60.53
2018-08-08,6267.3886735827,56.12
2018-08-09,6558.0969079486,59.42
2018-08-10,6135.7518585622,54.61
2018-08-11,6313.749311806,57.26
2018-08-12,6314.6916557569,57.44
2018-08-13,6265.848043834,56.24
2018-08-14,6184.8290856224,55.87
2018-08-15,6270.2147986558,57.75
2018-08-16,6290.7504552893,58.02
2018-08-17,6563.0782887201,61.5
2018-08-18,6399.2874468147,59.62
2018-08-19,6490.7161271187,60.08
2018-08-20,6272.9527288136,57.18
2018-08-21,6473.0760394506,60.52
2018-08-22,6365.0098316774,59.24
2018-08-23,6516.4090254237,61.43
2018-08-24,6697.7318787259,63.61
2018-08-25,6745.4389392168,64.78
2018-08-26,6689.8693331385,62.75
2018-08-27,6839.158952367,65.7
2018-08-28,7092.9738082992,67.29
2018-08-29,7033.4280680888,66.49
2018-08-30,6966.9637437171,65.61
2018-08-31,7025.1407802455,66.19
2018-09-01,7192.3525473407,68.02
2018-09-02,7286.6677910579,68.37
2018-09-03,7257.47021391,68.14
2018-09-04,7358.8114789597,68.87
2018-09-05,6790.8973284629,62.97
2018-09-06,6488.075936879,58.77
2018-09-07,6408.653622443,57.89
2018-09-08,6187.7905023378,54.01
2018-09-09,6249.2463103448,54.68
2018-09-10,6295.3886025716,56.26
2018-09-11,6278.4246396844,55.99
2018-09-12,6327.5363632379,57.65
2018-09-13,6490.9123164816,61.1
2018-09-14,6494.6954789597,61.25
2018-09-15,6524.1656674459,61.98
2018-09-16,6497.4047013442,61.11
2018-09-17,6258.5948749269,54.7
2018-09-18,6340.3477901812,57.67
2018-09-19,6383.9518758036,59.12
2018-09-20,6498.6071110462,62.0
2018-09-21,6741.1428988895,65.34
2018-09-22,6705.4760511397,64.05
2018-09-23,6703.1368495032,63.55
2018-09-24,6576.5450032145,62.49
2018-09-25,6416.4440216248,59.22
2018-09-26,6463.2504035652,59.69
2018-09-27,6677.9004886032,64.27
2018-09-28,6623.126159848,63.76
2018-09-29,6584.4991475745,62.66
2018-09-30,6604.485028346,63.21
2018-10-01,6561.8138322618,62.18
2018-10-02,6508.7209386324,61.14
2018-10-03,6464.4568436587,59.16
2018-10-04,6545.2856677382,62.52
2018-10-05,6585.1495797779,63.92
2018-10-06,6550.4783158971,62.32
2018-10-07,6564.5682600818,63.19
2018-10-08,6604.6852741087,64.74
2018-10-09,6590.4286221508,63.87
2018-10-10,6529.1024360023,61.38
2018-10-11,6159.2516426067,53.39
2018-10-12,6191.6772232613,54.35
2018-10-13,6197.6856963764,54.59
2018-10-14,6182.8793442431,53.51
2018-10-15,6442.7154140853,59.77
2018-10-16,6461.9371592636,60.19
2018-10-17,6442.7307001753,59.71
2018-10-18,6396.4798120982,58.1
2018-10-19,6383.077840152,57.63
2018-10-20,6408.2527463472,58.99
2018-10-21,6415.3405029223,59.31
2018-10-22,6408.0336355932,58.75
2018-10-23,6395.9876668615,57.93
2018-10-24,6413.8036411455,60.11
2018-10-25,6402.3248591467,58.71
2018-10-26,6404.1085523086,59.18
2018-10-27,6409.4053275862,60.41
2018-10-28,6406.6332530684,59.26
2018-10-29,6263.0417346581,54.57
2018-10-30,6272.1677282291,55.45
2018-10-31,6306.3169313267,56.55
2018-11-01,6342.9775005845,57.45
2018-11-02,6348.1685827002,57.86
2018-11-03,6332.4341329632,56.5
2018-11-04,6420.4220002922,62.52
2018-11-05,6402.9468389831,60.22
2018-11-06,6441.1452188779,62.86
2018-11-07,6500.8698050848,65.41
2018-11-08,6406.7529374635,60.23
2018-11-09,6331.3787670953,56.12
2018-11-10,6353.1127340736,57.33
2018-11-11,6335.4142039743,56.33
2018-11-12,6320.6560537697,56.01
2018-11-13,6267.9379912332,54.2
2018-11-14,5574.2583489188,50.37
2018-11-15,5538.5606078317,51.58
2018-11-16,5496.0162311514,50.1
2018-11-17,5501.0923404442,50.45
2018-11-18,5555.3763383986,52.57
2018-11-19,4792.2000236704,49.99
2018-11-20,4317.530670076,49.5
2018-11-21,4549.3220099357,51.16
2018-11-22,4303.6155485096,47.58
2018-11-23,4289.8928533022,47.65
2018-11-24,3806.3169248977,45.83
2018-11-25,3946.8508743425,46.95
2018-11-26,3700.2859926943,45.97
2018-11-27,3776.5559053185,46.94
2018-11-28,4208.4752691409,49.86
2018-11-29,4239.0394883109,50.29
2018-11-30,3973.3340523086,48.18
2018-12-01,4148.0737255991,49.01
2018-12-02,4098.7467638808,48.25
2018-12-03,3843.9766659848,45.95
2018-12-04,3892.9516469901,46.9
2018-12-05,3709.52085827,43.79
2018-12-06,3511.9689815897,43.04
2018-12-07,3372.9956925774,42.21
2018-12-08,3407.951194623,42.61
2018-12-09,3540.439575979,44.32
2018-12-10,3413.5925841613,42.92
2018-12-11,3352.5642001753,42.05
2018-12-12,3423.0129178843,43.97
2018-12-13,3260.341582408,41.61
2018-12-14,3198.9474736996,41.17
2018-12-15,3185.074043834,40.74
2018-12-16,3195.4145552309,41.16
2018-12-17,3499.1564818819,45.5
2018-12-18,3659.5273793104,47.21
2018-12-19,3697.7253033314,47.65
2018-12-20,4067.7377077732,54.36
2018-12-21,3839.0851084161,49.58
2018-12-22,3964.9461163063,52.94
2018-12-23,3942.6669959088,52.5
2018-12-24,4040.0457895967,54.34
2018-12-25,3761.5840108124,47.89
2018-12-26,3807.6574535359,48.78
2018-12-27,3585.4605359439,45.22
2018-12-28,3881.0548848627,50.92
2018-12-29,3823.1383261251,49.21
2018-12-30,3825.4074628872,49.47
2018-12-31,3687.1999400935,45.86
2019-01-01,3808.1178316774,48.96
2019-01-02,3898.1974880187,53.93
2019-01-03,3784.3886347165,48.44
2019-01-04,3827.5245943893,50.11
2019-01-05,3798.6139549971,48.38
2019-01-06,4045.9937749854,56.23
2019-01-07,4001.0182781999,55.91
2019-01-08,3992.6227893045,55.46
2019-01-09,4004.2590356517,56.34
2019-01-10,3627.9034500292,44.99
2019-01-11,3624.1614210988,45.34
2019-01-12,3617.0220783168,43.97
2019-01-13,3508.6701081239,42.77
2019-01-14,3666.9451937464,46.98
2019-01-15,3581.293015488,44.9
2019-01-16,3606.9865756867,45.54
2019-01-17,3640.1291306254,47.5
2019-01-18,3609.4267361192,45.57
2019-01-19,3687.3019611338,48.88
2019-01-20,3538.313722969,42.99
2019-01-21,3535.623393045,43.26
2019-01-22,3577.3083497954,44.13
2019-01-23,3551.8938211572,43.9
2019-01-24,3567.5889336645,44.28
2019-01-25,3561.3504979544,44.07
2019-01-26,3557.0399152542,43.69
2019-01-27,3537.6141306254,43.01
2019-01-28,3435.0525140269,42.19
2019-01-29,3395.8237632963,41.37
2019-01-30,3437.8958661601,43.19
2019-01-31,3410.131616014,41.8
2019-02-01,3445.0498912916,43.99
2019-02-02,3461.9351174752,44.15
2019-02-03,3413.0216163063,41.62
2019-02-04,3411.3879617183,41.84
2019-02-05,3426.4650113968,43.0
2019-02-06,3367.5063649912,40.83
2019-02-07,3358.8735990649,40.69
2019-02-08,3612.4796192285,49.52
2019-02-09,3621.2681209819,49.78
2019-02-10,3642.0223591467,51.19
2019-02-11,3590.6184836353,48.4
2019-02-12,3587.9024658095,48.21
2019-02-13,3576.0853725891,46.8
2019-02-14,3561.9163834015,46.08
2019-02-15,3565.0069237288,46.52
2019-02-16,3584.73600263,48.98
2019-02-17,3622.7574289889,50.69
2019-02-18,3866.1292171245,56.85
2019-02-19,3895.4352109877,59.21
2019-02-20,3931.6138290473,59.64
2019-02-21,3892.2617942724,56.47
2019-02-22,3948.3005105202,60.08
2019-02-23,4110.1511212741,62.03
2019-02-24,3754.183789889,52.57
2019-02-25,3822.0186966686,54.07
2019-02-26,3796.1750683811,53.27
2019-02-27,3799.3819924021,53.64
2019-02-28,3792.947722969,53.1
2019-03-01,3810.6326925774,54.66
2019-03-02,3809.6433909994,54.06
2019-03-03,3782.3818702513,50.88
2019-03-04,3698.1618550555,49.45
2019-03-05,3840.1280490941,56.4
2019-03-06,3851.9984254822,57.1
2019-03-07,3855.9231683226,57.2
2019-03-08,3839.233552893,55.42
2019-03-09,3910.3611665693,60.38
2019-03-10,3903.9119509059,60.04
2019-03-11,3851.5689216832,56.4
2019-03-12,3858.9148237873,57.2
2019-03-13,3851.9574663939,56.31
2019-03-14,3853.7832650497,56.77
2019-03-15,3901.9142068966,60.56
2019-03-16,3989.7960768556,62.38
2019-03-17,3967.1434944477,61.4
2019-03-18,3969.4401458212,61.6
2019-03-19,3996.1679035652,62.67
2019-03-20,4030.6552758621,62.92
2019-03-21,3976.2738500877,61.58
2019-03-22,3983.8876458212,61.77
2019-03-23,3981.7760330216,61.31
2019-03-24,3970.6669880187,60.06
2019-03-25,3908.2388386908,58.78
2019-03-26,3917.763402104,59.36
2019-03-27,4027.0079178843,63.06
2019-03-28,4010.9374620105,62.59
2019-03-29,4089.4610400351,63.86
2019-03-30,4091.8910383402,63.88
2019-03-31,4094.3178147282,63.94
2019-04-01,4138.4178077148,64.24
2019-04-02,4903.719462069,67.78
2019-04-03,4960.2276027469,67.96
2019-04-04,4911.2697024547,67.13
2019-04-05,5033.2254836938,68.18
2019-04-06,5044.3568459381,68.22
2019-04-07,5189.1119555815,68.26
2019-04-08,5283.4230248393,68.36
2019-04-09,5195.5779088253,67.66
2019-04-10,5311.7416032729,68.46
2019-04-11,5050.6660085915,66.84
2019-04-12,5082.8614320281,67.07
2019-04-13,5074.7906925774,66.48
2019-04-14,5156.8040406195,67.44
2019-04-15,5042.897738457,65.79
2019-04-16,5205.9629574518,68.22
2019-04-17,5226.3522151958,68.34
2019-04-18,5278.5023395675,68.4
2019-04-19,5289.9512191116,68.77
2019-04-20,5313.9732621274,69.09
2019-04-21,5295.7338281707,68.47
2019-04-22,5383.7999753361,69.15
2019-04-23,5544.8627118644,69.61
2019-04-24,5431.9479196376,69.04
2019-04-25,5127.6731673875,64.59
2019-04-26,5150.1646606663,65.11
2019-04-27,5181.807763647,65.54
2019-04-28,5148.6696154296,64.23
2019-04-29,5148.8004932788,64.86
2019-04-30,5266.6182025132,66.8
2019-05-01,5315.1753290473,68.91
2019-05-02,5393.1293763881,69.34
2019-05-03,5658.4303883694,71.15
2019-05-04,5774.7124286967,71.57
2019-05-05,5728.3517022209,71.03
2019-05-06,5691.6883740503,70.69
2019-05-07,5825.744893045,71.76
2019-05-08,5931.8005949737,72.16
2019-05-09,6150.1404447691,72.58
2019-05-10,6357.463493571,75.06
2019-05-11,7325.0828603156,82.84
2019-05-12,6942.6231745178,80.7
2019-05-13,7798.9057360023,84.82
2019-05-14,7955.5576823495,85.26
2019-05-15,8215.2068383986,86.19
2019-05-16,7862.0716023378,83.19
2019-05-17,7326.9206818819,79.88
2019-05-18,7277.9875634132,78.67
2019-05-19,8219.7427869667,86.4
2019-05-20,7981.1393789597,84.21
2019-05-21,7983.8084773817,84.36
2019-05-22,7667.9021148451,80.8
2019-05-23,7897.4712936879,82.82
2019-05-24,7987.1003676213,84.62
2019-05-25,8061.5917607247,85.07
2019-05-26,8731.5249558738,88.4
2019-05-27,8816.7867083577,88.69
2019-05-28,8719.1258483343,87.46
2019-05-29,8655.4885061368,86.49
2019-05-30,8271.6219631794,84.15
2019-05-31,8556.222185564,85.43
2019-06-01,8554.8073296318,84.4
2019-06-02,8744.3537454705,88.15
2019-06-03,8173.4012705435,81.75
2019-06-04,7649.9393319696,77.33
2019-06-05,7798.5444663939,78.67
2019-06-06,7776.7133261251,77.92
2019-06-07,8023.950093045,82.03
2019-06-08,7939.8051548802,80.09
2019-06-09,7634.0657507306,75.31
2019-06-10,7993.3025385739,81.74
2019-06-11,7922.4836271186,80.05
2019-06-12,8146.7561250731,83.1
2019-06-13,8232.7773413793,84.63
2019-06-14,8698.0048150205,88.14
2019-06-15,8850.584816014,89.41
2019-06-16,9019.5170067212,89.75
2019-06-17,9340.5721887785,90.67
2019-06-18,9047.1327444769,89.17
2019-06-19,9285.0556765634,89.88
2019-06-20,9546.7197781999,91.07
2019-06-21,10083.4863136762,92.54
2019-06-22,10685.2952327878,93.11
2019-06-23,10794.4276963764,93.21
2019-06-24,11004.2069094681,93.59
2019-06-25,11726.2638308007,95.25
2019-06-26,12863.4606849795,95.49
2019-06-27,11109.7978418469,92.0
2019-06-28,12358.2079582116,94.44
2019-06-29,11944.3515473407,93.37
2019-06-30,10842.6167109877,89.25
2019-07-01,10569.5517282291,88.19
2019-07-02,10766.0833162186,89.15
2019-07-03,11952.0248935126,94.0
2019-07-04,11177.0103787551,91.52
2019-07-05,10998.3991004676,89.56
2019-07-06,11208.225600526,91.81
2019-07-07,11456.1836039158,92.45
2019-07-08,12319.6228758036,94.26
2019-07-09,12579.107616014,94.82
2019-07-10,12106.7829313267,93.22
2019-07-11,11294.678028346,90.28
2019-07-12,11813.3237158971,91.79
2019-07-13,11346.837148159,89.87
2019-07-14,10283.0757891292,84.24
2019-07-15,10926.3802741087,86.92
2019-07-16,9471.1408647575,82.17
2019-07-17,9674.8824611338,82.91
2019-07-18,10679.8906896552,85.69
2019-07-19,10532.2027291058,84.77
2019-07-20,10862.6485479252,87.49
2019-07-21,10589.7064907656,84.88
2019-07-22,10318.5609251899,83.66
2019-07-23,9866.6489403857,81.85
2019-07-24,9792.7875365284,81.54
2019-07-25,9897.1867860316,82.95
2019-07-26,9836.6967881356,81.66
2019-07-27,9446.6720520748,79.43
2019-07-28,9529.7887919345,80.07
2019-07-29,9504.1589159556,80.27
2019-07-30,9589.1092060199,80.91
2019-07-31,10059.0040189947,84.2
2019-08-01,10400.3070143776,85.33
2019-08-02,10529.6944544126,85.54
2019-08-03,10810.4216686148,88.11
2019-08-04,10986.5089291058,89.1
2019-08-05,11790.0239375804,92.79
2019-08-06,11423.4970017534,90.78
2019-08-07,11967.2735473407,93.62
2019-08-08,11938.2346108708,92.56
2019-08-09,11858.3410984804,92.03
2019-08-10,11303.7305618936,88.48
2019-08-11,11530.195242256,89.88
2019-08-12,11384.6962465809,88.69
2019-08-13,10867.05475827,85.47
2019-08-14,10024.3795917008,80.7
2019-08-15,10310.0858696669,81.99
2019-08-16,10373.3219028054,82.54
2019-08-17,10207.1555616598,81.16
2019-08-18,10331.3099760374,82.24
2019-08-19,10884.6297744009,86.49
2019-08-20,10771.3923793688,85.03
2019-08-21,10096.8302238457,80.44
2019-08-22,10119.7145248393,80.89
2019-08-23,10414.1441725891,82.95
2019-08-24,10147.0871548802,80.24
2019-08-25,10100.3567783752,79.54
2019-08-26,10362.6434723553,82.11
2019-08-27,10168.221571654,80.38
2019-08-28,9724.799978083,76.63
2019-08-29,9482.3117349503,74.07
2019-08-30,9577.678823495,76.43
2019-08-31,9605.0244614261,76.79
2019-09-01,9762.9365568966,77.73
2019-09-02,10377.3383845704,83.57
2019-09-03,10618.7815058445,85.16
2019-09-04,10577.2410839275,84.59
2019-09-05,10580.1846995909,84.78
2019-09-06,10330.8497312098,81.42
2019-09-07,10494.5069649328,83.16
2019-09-08,10407.2656573933,82.6
2019-09-09,10332.4644424313,81.55
2019-09-10,10085.9519243133,78.31
2019-09-11,10142.1480603741,79.25
2019-09-12,10403.3599707773,83.19
2019-09-13,10345.3387469316,81.71
2019-09-14,10363.4528963179,82.16
2019-09-15,10306.1696674459,79.35
2019-09-16,10257.822761543,79.62
2019-09-17,10195.6111811806,79.29
2019-09-18,10161.3188664524,78.75
2019-09-19,10268.3926291642,80.49
2019-09-20,10170.1251161309,79.19
2019-09-21,9986.4061081239,75.76
2019-09-22,10047.0134748685,76.24
2019-09-23,9692.7410479252,73.87
2019-09-24,8613.6712485097,68.8
2019-09-25,8424.1576464056,68.35
2019-09-26,8091.6952992402,65.49
2019-09-27,8186.7796392753,66.41
2019-09-28,8201.9790134424,66.78
2019-09-29,8064.5080623612,64.61
2019-09-30,8282.3654541204,68.32
2019-10-01,8314.5513901227,68.68
2019-10-02,8362.5307323203,68.9
2019-10-03,8254.3399102864,67.42
2019-10-04,8165.6861512566,65.49
2019-10-05,8141.6337137931,65.0
2019-10-06,7854.6098129749,62.58
2019-10-07,8226.0234292811,67.35
2019-10-08,8190.1151207481,66.41
2019-10-09,8598.3319207481,71.29
2019-10-10,8578.0903793103,70.94
2019-10-11,8289.8540289305,68.6
2019-10-12,8323.7501440678,69.1
2019-10-13,8291.2506514319,68.58
2019-10-14,8346.3684365868,69.47
2019-10-15,8160.7126275278,64.74
2019-10-16,8003.8559231444,63.18
2019-10-17,8072.4893822911,64.36
2019-10-18,7959.331993571,62.55
2019-10-19,7948.4773372297,62.0
2019-10-20,8213.7090392753,67.09
2019-10-21,8211.6545587376,67.09
2019-10-22,8029.2053728814,63.77
2019-10-23,7458.0358568089,59.64
2019-10-24,7454.3711381648,59.79
2019-10-25,8656.655177557,73.62
2019-10-26,9249.6467609585,75.6
2019-10-27,9558.1560440094,78.65
2019-10-28,9319.1781416715,75.97
2019-10-29,9431.2071239042,76.59
2019-10-30,9182.8550651666,73.79
2019-10-31,9155.2772987727,73.77
2019-11-01,9251.3812934541,75.26
2019-11-02,9300.1908375219,75.65
2019-11-03,9209.6386960842,73.66
2019-11-04,9418.3601306254,77.09
2019-11-05,9330.787222969,77.2
2019-11-06,9354.9333822911,77.88
2019-11-07,9210.7482223846,73.5
2019-11-08,8791.3339349503,71.36
2019-11-09,8810.7845619521,71.61
2019-11-10,9042.8907232028,72.44
2019-11-11,8713.2079295734,70.41
2019-11-12,8788.9581429573,71.17
2019-11-13,8766.7294305085,70.86
2019-11-14,8645.4358036236,69.65
2019-11-15,8465.8778885447,68.71
2019-11-16,8477.6902428404,68.92
2019-11-17,8505.1612232613,69.14
2019-11-18,8183.5334135009,64.13
2019-11-19,8116.8206725891,63.36
2019-11-20,8076.5546600818,62.84
2019-11-21,7612.2774880187,58.83
2019-11-22,7277.524273232,57.65
2019-11-23,7324.8361785506,58.24
2019-11-24,6943.3806560491,56.04
2019-11-25,7139.0446859731,57.49
2019-11-26,7165.4377302747,58.04
2019-11-27,7526.86381654,61.06
2019-11-28,7436.3363817066,59.61
2019-11-29,7747.7380420807,62.66
2019-11-30,7556.1937212157,61.11
2019-12-01,7417.7272060199,59.06
2019-12-02,7318.3125218001,58.42
2019-12-03,7306.4462333139,58.36
2019-12-04,7215.0203448276,57.98
2019-12-05,7404.0867949737,60.6
2019-12-06,7534.2083559322,62.23
2019-12-07,7512.06140263,61.23
2019-12-08,7528.9402694331,61.76
2019-12-09,7340.2274590883,59.49
2019-12-10,7232.0917837522,57.71
2019-12-11,7200.4644459965,57.09
2019-12-12,7192.8490242548,57.3
2019-12-13,7244.9037200468,58.9
2019-12-14,7071.1070902981,55.79
2019-12-15,7111.2866699591,56.09
2019-12-16,6882.3957953244,55.1
2019-12-17,6608.9619798364,54.26
2019-12-18,7284.6254836353,60.73
2019-12-19,7146.1676376388,57.83
2019-12-20,7184.2191720631,58.51
2019-12-21,7140.29801128,57.25
2019-12-22,7479.4024078901,63.66
2019-12-23,7321.7487238457,61.69
2019-12-24,7235.6290838106,59.52
2019-12-25,7191.1741656926,58.5
2019-12-26,7194.6397583285,59.08
2019-12-27,7237.1504472823,60.54
2019-12-28,7306.6433082992,62.09
2019-12-29,7391.578521391,63.53
2019-12-30,7229.3971006429,59.49
2019-12-31,7167.3950546464,57.19
2020-01-01,7170.6318687902,57.35
2020-01-02,6946.8252691409,55.33
2020-01-03,7315.3093603156,62.6
2020-01-04,7343.1641943893,63.81
2020-01-05,7345.5306918177,63.85
2020-01-06,7765.7977346581,67.2
2020-01-07,8136.0868419053,71.03
2020-01-08,8059.699528872,69.67
2020-01-09,7817.1360932203,67.51
2020-01-10,8129.8179199299,70.95
2020-01-11,8032.0054950322,68.7
2020-01-12,8164.5499931619,71.65
2020-01-13,8121.9256676213,70.4
2020-01-14,8830.1678734658,78.45
2020-01-15,8811.4482025132,77.86
2020-01-16,8718.6869980129,75.61
2020-01-17,8912.5419041496,79.01
2020-01-18,8928.1807565751,79.04
2020-01-19,8687.3548366452,74.41
2020-01-20,8636.2587862069,74.31
2020-01-21,8730.8675601987,75.93
2020-01-22,8647.9004739918,74.6
2020-01-23,8366.3846139684,72.13
2020-01-24,8423.3909581531,72.5
2020-01-25,8344.7745689655,70.62
2020-01-26,8573.874809585,73.99
2020-01-27,8901.9592848627,78.79
2020-01-28,9297.3883176505,81.39
2020-01-29,9311.9475435418,81.49
2020-01-30,9508.9209649328,84.05
2020-01-31,9357.284782408,82.46
2020-02-01,9381.8860286382,82.53
2020-02-02,9339.387063121,80.32
2020-02-03,9279.8125205143,79.2
2020-02-04,9161.6271977206,77.25
2020-02-05,9628.1367758621,84.87
2020-02-06,9739.2804364699,85.33
2020-02-07,9800.2793998247,85.77
2020-02-08,9911.2934084161,86.17
2020-02-09,10151.0832026885,87.5
2020-02-10,9872.3618730567,84.58
2020-02-11,10272.2225558738,88.13
2020-02-12,10360.1352229106,89.15
2020-02-13,10235.4973226184,86.89
2020-02-14,10361.6156901812,89.19
2020-02-15,9911.7243270018,84.14
2020-02-16,9952.0466115722,84.37
2020-02-17,9683.0796277031,80.63
2020-02-18,10195.3037904734,86.52
2020-02-19,9636.0022986558,79.16
2020-02-20,9614.030122443,78.67
2020-02-21,9701.7975026885,80.38
2020-02-22,9675.2490575687,79.48
2020-02-23,9972.8424230859,84.04
2020-02-24,9648.0078831093,79.21
2020-02-25,9344.2871400935,75.88
2020-02-26,8798.8889485681,70.27
2020-02-27,8779.0294818819,70.09
2020-02-28,8750.5934459965,69.81
2020-02-29,8582.0902996493,67.74
2020-03-01,8541.7738939217,67.41
2020-03-02,8906.2147564582,72.75
2020-03-03,8768.8106142022,70.68
2020-03-04,8756.36957218,70.27
2020-03-05,9062.6158027469,74.04
2020-03-06,9147.0850589714,74.27
2020-03-07,8898.3069567504,72.07
2020-03-08,8109.6145411455,62.36
2020-03-09,7896.3853198714,60.64
2020-03-10,7909.927875453,61.17
2020-03-11,7939.341334775,62.64
2020-03-12,4959.3134143776,46.13
2020-03-13,5627.6923883694,49.6
2020-03-14,5145.172506429,46.35
2020-03-15,5358.6106633548,47.59
2020-03-16,5012.9273877849,46.25
2020-03-17,5416.7547106955,49.34
2020-03-18,5392.4878359439,48.23
2020-03-19,6203.5516320865,52.94
2020-03-20,6174.1494760374,52.77
2020-03-21,6175.8310222092,52.99
2020-03-22,5830.5609796026,50.37
2020-03-23,6486.4086573349,55.88
2020-03-24,6775.0576189363,57.77
2020-03-25,6689.969012858,56.51
2020-03-26,6754.4603360608,57.18
2020-03-27,6490.7954150205,54.7
2020-03-28,6231.8198902396,51.78
2020-03-29,5904.8575867914,49.34
2020-03-30,6436.9057001753,54.38
2020-03-31,6432.3832421391,54.3
2020-04-01,6643.1100087084,57.83
2020-04-02,6792.7422220923,59.7
2020-04-03,6751.9025517826,58.39
2020-04-04,6859.9891686733,60.24
2020-04-05,6790.8124726476,59.0
2020-04-06,7298.1737451783,63.42
2020-04-07,7187.5933366452,61.77
2020-04-08,7372.1947639977,64.56
2020-04-09,7299.5791879018,63.3
2020-04-10,6859.8226747516,58.76
2020-04-11,6883.1822289597,59.13
2020-04-12,6978.666286616,59.84
2020-04-13,6863.575533197,59.13
2020-04-14,6875.5385034483,59.39
2020-04-15,6625.4757751023,54.82
2020-04-16,7127.7922822326,61.32
2020-04-17,7081.395198422,60.6
2020-04-18,7262.7923436002,63.37
2020-04-19,7150.2442154588,61.56
2020-04-20,6853.2734147867,57.97
2020-04-21,6870.4236986558,59.11
2020-04-22,7123.6569199299,61.14
2020-04-23,7488.6051652835,66.65
2020-04-24,7506.4433164816,66.72
2020-04-25,7537.7382091175,67.08
2020-04-26,7684.0685216832,67.76
2020-04-27,7777.4915185856,68.22
2020-04-28,7769.899698422,67.68
2020-04-29,8761.83716955,77.85
2020-04-30,8652.4109912332,75.53
2020-05-01,8855.53525827,79.18
2020-05-02,8977.281705377,79.75
2020-05-03,8896.7956383986,78.91
2020-05-04,8881.9543045003,78.62
2020-05-05,8985.8795993571,79.93
2020-05-06,9266.8130730567,81.14
2020-05-07,9993.7531768556,87.44
2020-05-08,9859.3236046172,85.3
2020-05-09,9577.3389223846,82.49
2020-05-10,8715.0332932203,72.82
2020-05-11,8591.6528843367,71.74
2020-05-12,8817.2506811222,76.6
2020-05-13,9322.9972020456,81.16
2020-05-14,9801.2694877265,85.5
2020-05-15,9326.8758589129,80.79
2020-05-16,9395.4753893045,81.83
2020-05-17,9682.5324811806,83.75
2020-05-18,9726.8500220924,84.1
2020-05-19,9754.2014620105,84.56
2020-05-20,9515.702550263,81.93
2020-05-21,9068.8012293396,76.95
2020-05-22,9161.8150338983,77.61
2020-05-23,9183.6621250731,77.75
2020-05-24,8806.2306571596,73.69
2020-05-25,8909.1925815313,75.88
2020-05-26,8835.1372533606,74.3
2020-05-27,9169.0574392168,78.17
2020-05-28,9568.2618530099,82.94
2020-05-29,9432.4133334307,81.52
2020-05-30,9691.6804911748,84.14
2020-05-31,9433.9438466394,81.29
2020-06-01,10199.1350542373,89.93
2020-06-02,9512.3465330216,81.86
2020-06-03,9642.2734003507,83.26
2020-06-04,9813.360679135,85.76
2020-06-05,9641.8916225599,82.4
2020-06-06,9668.6705385739,83.12
2020-06-07,9747.5801110462,84.29
2020-06-08,9769.3423614845,84.61
2020-06-09,9779.4221656634,84.69
2020-06-10,9888.4441746932,86.57
2020-06-11,9277.4511693162,76.43
2020-06-12,9456.1615333139,79.22
2020-06-13,9461.3337986558,79.34
2020-06-14,9342.955635301,77.73
2020-06-15,9441.38321128,79.03
2020-06-16,9520.0919482759,81.11
2020-06-17,9448.6935606078,79.06
2020-06-18,9389.9907663939,77.74
2020-06-19,9285.991582934,75.87
2020-06-20,9357.2924644652,77.77
2020-06-21,9284.7693718293,74.71
2020-06-22,9684.6201847458,83.24
2020-06-23,9611.7259982466,81.9
2020-06-24,9292.9435435418,75.88
2020-06-25,9247.1214324956,74.2
2020-06-26,9159.4377720631,73.41
2020-06-27,9002.1656171829,71.72
2020-06-28,9108.0656745763,72.46
2020-06-29,9184.247366277,74.54
2020-06-30,9143.967585301,73.07
2020-07-01,9241.3396123904,75.46
2020-07-02,9094.3872867914,72.39
2020-07-03,9066.6906966102,71.92
2020-07-04,9126.2195549386,73.02
2020-07-05,9079.6140180888,72.07
2020-07-06,9338.9425911748,78.73
2020-07-07,9252.1587326125,76.0
2020-07-08,9434.5679564582,80.51
2020-07-09,9231.5023475161,74.81
2020-07-10,9285.2210154296,76.71
2020-07-11,9237.1710081824,74.63
2020-07-12,9289.0979769141,77.25
2020-07-13,9236.6225011689,74.81
2020-07-14,9260.3569868498,76.07
2020-07-15,9196.7255589714,73.86
2020-07-16,9132.5923120982,71.91
2020-07-17,9156.4687097604,72.83
2020-07-18,9175.9053085915,73.95
2020-07-19,9218.8423108124,74.91
2020-07-20,9167.1905675044,73.68
2020-07-21,9388.5743497954,80.24
